root_reference,current_reference,added,replacement_added,executed,cancelled,deleted,replaced_out,remaining,balanced
80614,80614,1495,0,0,0,1495,0,0,1
80618,84030,434,443,0,0,443,434,0,1
80622,80622,100,0,0,0,100,0,0,1
114025,114025,100,0,0,0,100,0,0,1
109891,109891,500,0,0,0,500,0,0,1
109895,109895,200,0,0,0,200,0,0,1
114033,116325,500,500,0,0,500,500,0,1
114037,114037,600,0,0,300,300,0,0,1
75876,75876,400,0,0,0,400,0,0,1
75880,75880,400,0,0,0,400,0,0,1
75884,75884,500,0,0,0,500,0,0,1
75888,75888,500,0,0,0,500,0,0,1
75892,75892,2800,0,0,0,2800,0,0,1
75896,75896,400,0,0,0,400,0,0,1
75900,75900,400,0,0,0,400,0,0,1
80626,80626,100,0,0,0,100,0,0,1
80630,80630,100,0,0,0,100,0,0,1
109907,109907,100,0,0,0,100,0,0,1
80634,80634,516,0,0,0,516,0,0,1
109911,109911,100,0,0,0,100,0,0,1
75912,75912,100,0,0,0,100,0,0,1
75916,75916,100,0,0,0,100,0,0,1
109915,109935,600,400,0,0,400,600,0,1
109923,109923,100,0,0,0,100,0,0,1
109927,111759,400,200,0,0,200,400,0,1
109931,109931,579,0,579,0,0,0,0,1
109939,109939,100,0,0,0,100,0,0,1
109947,109947,300,0,0,0,300,0,0,1
109955,109955,100,0,0,0,100,0,0,1
109959,109959,600,0,0,0,600,0,0,1
80638,80638,100,0,0,0,100,0,0,1
114045,114045,300,0,0,100,200,0,0,1
75928,75928,100,0,0,0,100,0,0,1
114049,114049,300,0,0,0,300,0,0,1
109971,110487,100,300,0,0,100,300,0,1
109987,109987,100,0,0,0,100,0,0,1
75932,75932,100,0,0,0,100,0,0,1
75936,75936,500,0,0,0,500,0,0,1
75940,75940,100,0,0,0,100,0,0,1
109995,109995,100,0,0,0,100,0,0,1
110003,110003,100,0,0,0,100,0,0,1
75944,75944,824,0,0,696,128,0,0,1
75948,75948,500,0,0,0,500,0,0,1
75952,75952,403,0,0,263,140,0,0,1
80642,80642,2800,0,0,0,2800,0,0,1
75956,75956,100,0,0,0,100,0,0,1
75960,75960,799,0,0,0,799,0,0,1
110007,110007,100,0,0,0,100,0,0,1
75964,75964,100,0,0,0,100,0,0,1
114053,114053,500,0,0,0,500,0,0,1
110011,111579,500,1500,0,0,500,1500,0,1
110019,110019,1900,0,0,300,1600,0,0,1
114057,114101,500,500,0,0,500,500,0,1
114065,114065,500,0,0,0,500,0,0,1
114069,114069,200,0,0,0,200,0,0,1
114073,114073,200,0,0,0,200,0,0,1
114077,114077,3000,0,0,1600,1400,0,0,1
114081,114081,1900,0,0,0,1900,0,0,1
114085,114085,500,0,0,0,500,0,0,1
114089,114089,1100,0,0,700,400,0,0,1
114093,114093,500,0,0,0,500,0,0,1
114097,136349,500,1000,0,0,500,1000,0,1
110031,110031,200,0,0,0,200,0,0,1
75968,75968,200,0,0,0,200,0,0,1
75972,75972,268,0,0,140,128,0,0,1
110035,110035,800,0,0,0,800,0,0,1
110039,110039,3500,0,0,0,3500,0,0,1
110043,110043,400,0,0,0,400,0,0,1
110047,110047,900,0,0,0,900,0,0,1
110051,110051,800,0,0,0,800,0,0,1
114109,114109,100,0,0,0,100,0,0,1
114113,114113,100,0,0,0,100,0,0,1
75976,75976,100,0,0,0,100,0,0,1
114117,114117,20,0,0,0,20,0,0,1
80674,80674,100,0,0,0,100,0,0,1
114121,114121,217,0,0,117,100,0,0,1
80686,80686,100,0,0,0,100,0,0,1
114125,114125,600,0,0,0,600,0,0,1
75984,75984,300,0,0,0,300,0,0,1
114129,114129,300,0,0,200,100,0,0,1
80698,80698,300,0,0,0,300,0,0,1
80702,80702,500,0,0,0,500,0,0,1
75988,75988,700,0,0,0,700,0,0,1
114141,114141,1500,0,0,0,1500,0,0,1
110055,110055,500,0,0,0,500,0,0,1
114149,114149,500,0,0,0,500,0,0,1
110059,110059,1527,0,0,923,604,0,0,1
75992,75992,506,0,0,385,121,0,0,1
114153,114153,500,0,0,0,500,0,0,1
75996,75996,1400,0,0,1300,100,0,0,1
110063,110063,1086,0,0,100,986,0,0,1
114157,114157,227,0,0,127,100,0,0,1
80706,80706,600,0,0,200,400,0,0,1
80710,80710,1500,0,0,0,1500,0,0,1
110067,110067,1500,0,0,1092,408,0,0,1
114161,114161,300,0,0,200,100,0,0,1
110071,110071,923,0,0,0,923,0,0,1
114169,114169,600,0,0,300,300,0,0,1
76004,76004,1100,0,0,500,600,0,0,1
110075,110075,514,0,0,0,514,0,0,1
76008,76008,100,0,0,0,100,0,0,1
76012,76012,300,0,0,0,300,0,0,1
114173,114173,877,0,0,321,556,0,0,1
114177,114177,500,0,0,0,500,0,0,1
114181,114181,500,0,0,0,500,0,0,1
114185,114185,324,0,0,150,174,0,0,1
110079,111723,200,1800,0,0,600,1400,0,1
114189,114189,1092,0,0,888,204,0,0,1
114193,114193,500,0,0,0,500,0,0,1
114197,114197,500,0,0,0,500,0,0,1
114201,114201,100,0,0,0,100,0,0,1
110087,110527,500,1000,0,0,500,1000,0,1
114205,114205,1000,0,0,0,1000,0,0,1
110091,110091,500,0,0,0,500,0,0,1
110095,110095,500,0,0,0,500,0,0,1
76016,76016,500,0,0,0,500,0,0,1
114213,114213,500,0,0,0,500,0,0,1
114217,114217,500,0,0,0,500,0,0,1
80718,80718,500,0,0,0,500,0,0,1
114221,114221,1798,0,0,1484,314,0,0,1
114225,114225,617,0,0,517,100,0,0,1
114229,114229,100,0,0,0,100,0,0,1
114237,114237,962,0,0,0,962,0,0,1
80726,80726,2000,0,0,0,2000,0,0,1
80730,80730,2300,0,0,2200,100,0,0,1
110111,110111,1004,0,0,0,1004,0,0,1
110115,110115,1043,0,0,0,1043,0,0,1
76020,76020,500,0,0,0,500,0,0,1
110119,110119,1000,0,0,0,1000,0,0,1
76024,76024,272,0,0,0,272,0,0,1
110123,110123,100,0,0,0,100,0,0,1
110127,126227,204,156,0,0,156,204,0,1
110131,110131,923,0,0,808,115,0,0,1
110135,110135,1043,0,0,0,1043,0,0,1
76028,76028,300,0,0,0,300,0,0,1
80742,80742,1600,0,0,0,1600,0,0,1
80746,80746,2500,0,0,0,2500,0,0,1
114245,114245,500,0,0,0,500,0,0,1
110139,110139,100,0,0,0,100,0,0,1
76032,76032,500,0,0,0,500,0,0,1
80750,80750,500,0,0,0,500,0,0,1
76036,76036,500,0,0,0,500,0,0,1
110147,110147,2000,0,0,0,2000,0,0,1
110151,110151,300,0,0,0,300,0,0,1
110155,110155,600,0,0,0,600,0,0,1
110159,110159,1043,0,0,0,1043,0,0,1
76040,76040,500,0,0,200,300,0,0,1
110163,110163,100,0,0,0,100,0,0,1
76044,76044,272,0,0,0,272,0,0,1
80758,80758,1600,0,0,1500,100,0,0,1
114257,114257,300,0,0,0,300,0,0,1
76048,76048,200,0,0,0,200,0,0,1
110167,110167,100,0,0,0,100,0,0,1
110171,110171,100,0,0,0,100,0,0,1
110175,110175,100,0,0,0,100,0,0,1
114261,114261,100,0,0,0,100,0,0,1
110187,110187,100,0,0,0,100,0,0,1
80782,80782,100,0,0,0,100,0,0,1
76052,76052,100,0,0,0,100,0,0,1
76056,76056,100,0,0,0,100,0,0,1
110191,110191,100,0,0,0,100,0,0,1
80786,80786,100,0,0,0,100,0,0,1
114265,114265,100,0,0,0,100,0,0,1
110195,110195,100,0,0,0,100,0,0,1
80790,80790,100,0,0,0,100,0,0,1
110199,110199,100,0,0,0,100,0,0,1
110211,110211,1000,0,0,0,1000,0,0,1
80794,80794,2000,0,0,0,2000,0,0,1
110215,110215,1500,0,0,0,1500,0,0,1
76060,76060,799,0,0,0,799,0,0,1
110223,110223,700,0,0,0,700,0,0,1
110231,110231,1004,0,0,623,381,0,0,1
80798,80798,2000,0,0,0,2000,0,0,1
110235,110235,475,0,0,0,475,0,0,1
110243,110243,1000,0,0,0,1000,0,0,1
110247,110247,576,0,0,0,576,0,0,1
76064,76064,300,0,0,188,112,0,0,1
76068,76068,328,0,0,211,117,0,0,1
110251,110251,100,0,0,0,100,0,0,1
76072,76072,700,0,0,0,700,0,0,1
110259,110259,100,0,0,0,100,0,0,1
110263,110263,500,0,0,0,500,0,0,1
110267,110267,1000,0,0,100,900,0,0,1
110271,110271,100,0,0,0,100,0,0,1
110275,110275,100,0,0,0,100,0,0,1
110283,110283,301,0,0,0,301,0,0,1
76076,76076,195,0,0,76,119,0,0,1
80802,80802,2000,0,0,1000,1000,0,0,1
76080,76080,500,0,0,0,500,0,0,1
114273,114273,500,0,0,400,100,0,0,1
76084,76084,100,0,0,0,100,0,0,1
114277,118061,500,1100,0,0,200,1400,0,1
76088,76088,170,0,0,0,170,0,0,1
76092,76092,500,0,0,0,500,0,0,1
114281,114281,100,0,0,0,100,0,0,1
76096,76096,188,0,0,15,173,0,0,1
76104,76104,500,0,0,0,500,0,0,1
76108,76108,1000,0,0,600,400,0,0,1
76112,76112,500,0,0,0,500,0,0,1
76116,76116,500,0,0,0,500,0,0,1
80806,80806,2000,0,0,0,2000,0,0,1
76120,76120,500,0,0,0,500,0,0,1
110299,110299,1500,0,0,0,1500,0,0,1
76124,76124,799,0,0,0,799,0,0,1
110303,110303,1000,0,0,100,900,0,0,1
110307,110307,1000,0,0,0,1000,0,0,1
110311,110311,761,0,0,0,761,0,0,1
110319,110319,700,0,0,0,700,0,0,1
80810,80810,2000,0,0,0,2000,0,0,1
80814,80814,400,0,0,300,100,0,0,1
76128,76128,900,0,0,800,100,0,0,1
76132,76132,1000,0,0,0,1000,0,0,1
76136,76136,1000,0,0,500,500,0,0,1
80818,80818,1600,0,0,1300,300,0,0,1
80822,80822,500,0,0,0,500,0,0,1
80826,80826,3000,0,0,0,3000,0,0,1
114285,114285,500,0,0,0,500,0,0,1
114289,114289,174,0,0,0,174,0,0,1
76140,76140,700,0,0,500,200,0,0,1
76144,76144,200,0,0,100,100,0,0,1
76148,76148,200,0,0,0,200,0,0,1
114293,114293,185,0,0,14,171,0,0,1
80834,80834,200,0,0,0,200,0,0,1
80842,80842,200,0,0,0,200,0,0,1
80846,80846,100,0,0,0,100,0,0,1
80850,80850,200,0,0,0,200,0,0,1
110327,110327,623,0,0,0,623,0,0,1
110331,110331,700,0,0,600,100,0,0,1
110339,110339,877,0,0,0,877,0,0,1
110343,110343,1000,0,0,0,1000,0,0,1
80862,80862,158,0,0,0,158,0,0,1
80866,80866,298,0,0,0,298,0,0,1
110367,110367,900,0,0,0,900,0,0,1
110375,110375,761,0,0,0,761,0,0,1
76160,76160,700,0,0,0,700,0,0,1
110379,110379,500,0,0,0,500,0,0,1
80870,80870,1000,0,0,500,500,0,0,1
80874,80874,1200,0,0,0,1200,0,0,1
80878,80878,600,0,0,500,100,0,0,1
76172,76172,500,0,0,300,200,0,0,1
76176,76176,1200,0,0,0,1200,0,0,1
114309,114309,584,0,0,236,348,0,0,1
80882,80882,800,0,0,300,500,0,0,1
110383,110383,761,0,0,570,191,0,0,1
110391,110391,1500,0,0,0,1500,0,0,1
76180,76180,799,0,0,0,799,0,0,1
110395,110395,1000,0,0,0,1000,0,0,1
110399,110399,900,0,0,0,900,0,0,1
110407,110407,700,0,0,0,700,0,0,1
110411,110411,400,0,0,0,400,0,0,1
76184,76184,700,0,0,0,700,0,0,1
110419,110419,623,0,0,33,590,0,0,1
110423,110423,1000,0,0,0,1000,0,0,1
110435,110435,100,0,100,0,0,0,0,1
110439,110439,877,0,0,655,222,0,0,1
114313,114313,1000,0,0,100,900,0,0,1
80886,84178,298,598,0,0,300,596,0,1
76188,76188,511,0,0,333,178,0,0,1
114317,114317,200,0,0,0,200,0,0,1
76192,76192,300,0,0,0,300,0,0,1
114321,114321,500,0,0,0,500,0,0,1
76200,76200,1000,0,0,0,1000,0,0,1
114325,114325,500,0,0,0,500,0,0,1
114329,114329,500,0,0,0,500,0,0,1
114333,114333,500,0,0,0,500,0,0,1
76204,77012,300,300,0,0,300,300,0,1
76208,76208,100,0,0,0,100,0,0,1
76212,76212,100,0,0,0,100,0,0,1
76216,76216,350,0,0,165,185,0,0,1
76220,76220,428,0,0,297,131,0,0,1
76224,76224,800,0,0,0,800,0,0,1
76232,76232,700,0,0,0,700,0,0,1
114337,114337,500,0,0,0,500,0,0,1
114341,114341,700,0,0,200,500,0,0,1
114345,114345,1473,0,0,827,646,0,0,1
114349,114349,300,0,0,100,200,0,0,1
114353,115549,500,500,0,0,500,500,0,1
76236,76236,1000,0,0,864,136,0,0,1
114357,114357,853,0,0,661,192,0,0,1
114361,114361,204,0,0,100,104,0,0,1
114365,114365,989,0,0,849,140,0,0,1
114369,114369,100,0,0,0,100,0,0,1
114373,114373,100,0,0,0,100,0,0,1
114377,114377,100,0,0,0,100,0,0,1
110447,110447,86,0,86,0,0,0,0,1
114381,114381,500,0,0,0,500,0,0,1
114385,114385,308,0,0,208,100,0,0,1
114389,114389,200,0,0,100,100,0,0,1
110451,110451,900,0,0,600,300,0,0,1
110455,110455,900,0,0,600,300,0,0,1
110459,110459,500,0,0,0,500,0,0,1
110463,110463,100,0,0,0,100,0,0,1
110467,110467,100,0,0,0,100,0,0,1
110471,110471,800,0,0,0,800,0,0,1
110475,110475,800,0,0,0,800,0,0,1
76256,76256,309,0,0,159,150,0,0,1
76260,76260,104,0,0,0,104,0,0,1
80898,80898,300,0,0,0,300,0,0,1
80902,80902,200,0,0,0,200,0,0,1
110479,110479,400,0,0,300,100,0,0,1
110483,110483,100,0,0,0,100,0,0,1
110491,110491,500,0,0,0,500,0,0,1
80906,80906,200,0,0,0,200,0,0,1
110499,110499,200,0,0,0,200,0,0,1
114397,114397,200,0,0,0,200,0,0,1
114405,114405,300,0,0,0,300,0,0,1
76268,76268,1500,0,0,0,1500,0,0,1
80910,80910,1200,0,0,200,1000,0,0,1
114417,114417,500,0,0,0,500,0,0,1
76272,76272,200,0,0,0,200,0,0,1
76276,76276,200,0,0,0,200,0,0,1
76280,76280,293,0,0,153,140,0,0,1
110503,110503,400,0,0,100,300,0,0,1
110507,110507,500,0,0,0,500,0,0,1
114425,114425,100,0,0,0,100,0,0,1
114433,114433,500,0,0,0,500,0,0,1
114437,114437,500,0,0,0,500,0,0,1
114441,114441,100,0,0,0,100,0,0,1
114445,114445,100,0,0,0,100,0,0,1
114457,114457,100,0,0,0,100,0,0,1
114465,114465,20,0,0,0,20,0,0,1
114469,114469,100,0,0,0,100,0,0,1
110519,110519,500,0,0,0,500,0,0,1
110523,110707,500,1000,0,0,500,1000,0,1
76284,76284,100,0,0,0,100,0,0,1
114473,114473,100,0,0,0,100,0,0,1
114477,114477,500,0,0,0,500,0,0,1
114485,114485,500,0,0,0,500,0,0,1
110531,110531,100,0,0,0,100,0,0,1
110535,110535,100,0,0,0,100,0,0,1
114489,114489,500,0,0,0,500,0,0,1
110539,110539,100,0,0,0,100,0,0,1
110543,110543,300,0,0,0,300,0,0,1
114493,114493,500,0,0,0,500,0,0,1
80930,80930,700,0,0,0,700,0,0,1
114497,114497,1300,0,0,0,1300,0,0,1
114501,114501,500,0,0,0,500,0,0,1
80934,80934,1600,0,0,1500,100,0,0,1
110551,110551,200,0,0,0,200,0,0,1
114505,114505,927,0,0,381,546,0,0,1
80938,80938,800,0,0,0,800,0,0,1
110555,110555,924,0,0,791,133,0,0,1
114509,114509,129,0,0,0,129,0,0,1
110559,110675,500,3000,0,0,500,3000,0,1
114513,114513,200,0,0,0,200,0,0,1
114517,114517,1300,0,0,0,1300,0,0,1
114521,114545,500,500,0,0,500,500,0,1
76296,76296,263,0,0,0,263,0,0,1
114525,114525,100,0,0,0,100,0,0,1
76300,76300,500,0,0,0,500,0,0,1
80946,80946,200,0,0,0,200,0,0,1
110563,110563,1000,0,0,0,1000,0,0,1
114529,114529,500,0,0,0,500,0,0,1
110567,110567,500,0,0,0,500,0,0,1
80950,80950,800,0,0,0,800,0,0,1
114533,114533,500,0,0,0,500,0,0,1
110571,110571,500,0,0,0,500,0,0,1
114537,114537,1300,0,0,0,1300,0,0,1
76304,76304,200,0,0,0,200,0,0,1
110575,111931,500,3000,0,0,500,3000,0,1
114541,114541,500,0,0,0,500,0,0,1
110579,110579,715,0,0,508,207,0,0,1
110583,110583,197,0,0,0,197,0,0,1
76308,76308,100,0,0,0,100,0,0,1
80954,80954,200,0,0,0,200,0,0,1
114549,114549,734,0,0,599,135,0,0,1
80958,80958,300,0,0,200,100,0,0,1
80962,80962,100,0,0,0,100,0,0,1
110587,110587,500,0,0,0,500,0,0,1
76312,76312,690,0,0,0,690,0,0,1
114553,114661,500,1500,0,0,500,1500,0,1
76316,76316,500,0,0,0,500,0,0,1
114557,114557,242,0,0,142,100,0,0,1
114561,114561,500,0,0,0,500,0,0,1
80966,80966,900,0,0,0,900,0,0,1
76320,76320,238,0,0,0,238,0,0,1
110603,110603,478,0,0,90,388,0,0,1
76324,76324,500,0,0,0,500,0,0,1
110611,110611,1303,0,0,1074,229,0,0,1
110615,110615,500,0,0,0,500,0,0,1
76328,76328,500,0,0,0,500,0,0,1
110619,110619,500,0,0,0,500,0,0,1
110623,110623,500,0,0,0,500,0,0,1
76332,76332,1704,0,0,1604,100,0,0,1
110631,110631,900,0,0,800,100,0,0,1
76336,76336,500,0,0,0,500,0,0,1
76340,76340,500,0,0,0,500,0,0,1
110639,110639,1000,0,0,0,1000,0,0,1
114569,114569,100,0,0,0,100,0,0,1
110643,110643,100,0,0,0,100,0,0,1
110647,110647,100,0,0,0,100,0,0,1
80970,80970,2000,0,0,1500,500,0,0,1
114573,114573,1910,0,0,1640,270,0,0,1
114577,114577,100,0,0,0,100,0,0,1
110659,110659,500,0,0,0,500,0,0,1
110663,110663,1388,0,0,0,1388,0,0,1
110667,110667,1009,0,0,0,1009,0,0,1
110671,110671,1022,0,0,914,108,0,0,1
110679,110679,500,0,0,0,500,0,0,1
110683,110683,1660,0,0,1407,253,0,0,1
114585,115093,1000,29000,0,0,1000,29000,0,1
110687,110687,100,0,0,0,100,0,0,1
80974,80974,100,0,0,0,100,0,0,1
76344,76344,500,0,0,0,500,0,0,1
110691,110703,500,500,0,0,500,500,0,1
114589,114589,500,0,0,0,500,0,0,1
114593,114593,782,0,0,52,730,0,0,1
114597,114597,500,0,0,0,500,0,0,1
114601,114601,1037,0,0,147,890,0,0,1
76348,76348,4500,0,0,1500,3000,0,0,1
114605,114605,1800,0,0,743,1057,0,0,1
114609,114609,700,0,0,0,700,0,0,1
110711,110711,1000,0,0,500,500,0,0,1
80978,80978,200,0,0,0,200,0,0,1
76352,76352,4000,0,0,1000,3000,0,0,1
110715,110715,538,0,0,420,118,0,0,1
114613,114613,100,0,0,0,100,0,0,1
110719,110719,1170,0,0,695,475,0,0,1
80982,80982,300,0,0,0,300,0,0,1
114617,114617,500,0,0,0,500,0,0,1
114621,114621,500,0,0,0,500,0,0,1
76356,76356,100,0,0,0,100,0,0,1
114625,114625,500,0,0,0,500,0,0,1
76360,76360,100,0,0,0,100,0,0,1
114629,114629,500,0,0,0,500,0,0,1
110723,110723,500,0,0,0,500,0,0,1
110727,110727,500,0,0,0,500,0,0,1
76364,76364,1500,0,0,1000,500,0,0,1
114633,114633,500,0,0,0,500,0,0,1
114641,114641,101,0,0,0,101,0,0,1
114645,114645,600,0,0,0,600,0,0,1
76368,76368,500,0,0,0,500,0,0,1
110731,110731,500,0,0,0,500,0,0,1
76372,76372,500,0,0,0,500,0,0,1
110735,110735,500,0,0,0,500,0,0,1
114649,114649,231,0,0,0,231,0,0,1
110739,110739,500,0,0,0,500,0,0,1
114653,114653,200,0,0,0,200,0,0,1
114657,114657,500,0,0,0,500,0,0,1
80986,80986,142,0,0,42,100,0,0,1
110743,110743,1500,0,0,0,1500,0,0,1
110747,110747,100,0,0,0,100,0,0,1
110751,110751,100,0,0,0,100,0,0,1
110755,110755,500,0,0,0,500,0,0,1
114665,114665,100,0,0,0,100,0,0,1
114669,114669,100,0,0,0,100,0,0,1
76376,76376,500,0,0,0,500,0,0,1
114673,114673,500,0,0,0,500,0,0,1
110759,110759,688,0,0,429,259,0,0,1
76380,76380,2000,0,0,0,2000,0,0,1
114677,114677,500,0,0,0,500,0,0,1
114681,114681,500,0,0,0,500,0,0,1
76384,76384,536,0,0,120,416,0,0,1
80990,80990,1100,0,0,1000,100,0,0,1
114685,114685,1800,0,0,751,1049,0,0,1
114689,116765,500,500,0,0,500,500,0,1
114693,114693,388,0,0,214,174,0,0,1
114705,114705,500,0,0,0,500,0,0,1
110771,110771,785,0,0,0,785,0,0,1
110775,110775,510,0,0,131,379,0,0,1
114713,114713,500,0,0,0,500,0,0,1
110779,110779,1603,0,0,1503,100,0,0,1
114717,114717,110,0,0,10,100,0,0,1
80994,80994,300,0,0,0,300,0,0,1
76388,76388,1000,0,0,800,200,0,0,1
114721,114721,500,0,0,0,500,0,0,1
110783,110783,619,0,0,307,312,0,0,1
114725,114725,1800,0,0,765,1035,0,0,1
80998,80998,300,0,0,200,100,0,0,1
81002,81002,2000,0,0,1500,500,0,0,1
110795,110795,1598,0,0,1498,100,0,0,1
110799,110799,600,0,0,300,300,0,0,1
110803,110803,500,0,0,0,500,0,0,1
110807,110807,350,0,0,126,224,0,0,1
110811,110811,1200,0,0,300,900,0,0,1
81006,81006,1000,0,0,500,500,0,0,1
114733,114733,100,0,0,0,100,0,0,1
110819,110819,100,0,0,0,100,0,0,1
110831,110831,1000,0,0,500,500,0,0,1
114737,114737,1800,0,0,765,1035,0,0,1
81010,81010,100,0,0,0,100,0,0,1
110835,110835,700,0,0,0,700,0,0,1
110839,110839,507,0,0,362,145,0,0,1
110843,110843,248,0,0,39,209,0,0,1
76392,76392,196,0,0,0,196,0,0,1
110847,110847,542,0,0,405,137,0,0,1
110851,110851,500,0,0,0,500,0,0,1
110855,110855,300,0,0,0,300,0,0,1
114749,114749,1800,0,0,792,1008,0,0,1
110859,110859,500,0,0,0,500,0,0,1
114753,114753,100,0,0,0,100,0,0,1
110863,110863,272,0,0,112,160,0,0,1
110867,110867,500,0,0,0,500,0,0,1
114765,114765,1300,0,0,0,1300,0,0,1
76396,76396,1400,0,0,0,1400,0,0,1
76400,76400,100,0,0,0,100,0,0,1
114769,114769,1800,0,0,792,1008,0,0,1
114777,114777,538,0,0,336,202,0,0,1
110871,110871,100,0,0,0,100,0,0,1
81014,81014,1000,0,0,0,1000,0,0,1
114781,114781,1800,0,0,792,1008,0,0,1
114785,114785,105,0,0,0,105,0,0,1
114789,114789,1300,0,0,0,1300,0,0,1
114797,114797,500,0,0,0,500,0,0,1
114801,114801,192,0,0,0,192,0,0,1
114805,114805,389,0,0,150,239,0,0,1
110875,110875,1000,0,0,0,1000,0,0,1
110883,110883,2800,0,0,2100,700,0,0,1
114809,114809,1000,0,0,0,1000,0,0,1
114813,114813,100,0,0,0,100,0,0,1
114817,114817,500,0,0,0,500,0,0,1
114821,114821,1800,0,0,832,968,0,0,1
114825,114825,676,0,0,558,118,0,0,1
114833,114833,500,0,0,0,500,0,0,1
114837,114837,1800,0,0,872,928,0,0,1
114841,114841,500,0,0,0,500,0,0,1
114849,114849,1800,0,0,872,928,0,0,1
114857,114857,1800,0,0,894,906,0,0,1
114865,114865,1800,0,0,894,906,0,0,1
76404,76404,356,0,0,0,356,0,0,1
114873,114873,1000,0,0,0,1000,0,0,1
114877,114877,100,0,0,0,100,0,0,1
114881,114881,1000,0,0,0,1000,0,0,1
114885,114885,1800,0,0,1033,767,0,0,1
114893,114893,100,0,0,0,100,0,0,1
110891,110891,100,0,0,0,100,0,0,1
110895,110895,100,0,0,0,100,0,0,1
114897,114897,1800,0,0,1033,767,0,0,1
110899,110899,142,0,0,0,142,0,0,1
114905,114905,100,0,0,0,100,0,0,1
114909,114909,200,0,0,0,200,0,0,1
114913,114913,1800,0,0,1067,733,0,0,1
110903,110903,100,0,0,0,100,0,0,1
110907,110907,200,0,0,0,200,0,0,1
110911,110911,500,0,0,0,500,0,0,1
110915,110915,500,0,0,0,500,0,0,1
110919,110919,300,0,0,0,300,0,0,1
110923,110923,200,0,0,0,200,0,0,1
110927,110927,100,0,0,0,100,0,0,1
114921,114921,1800,0,0,1095,705,0,0,1
110931,110931,100,0,0,0,100,0,0,1
110939,110939,100,0,0,0,100,0,0,1
76408,76408,500,0,0,0,500,0,0,1
110943,110943,500,0,0,0,500,0,0,1
110947,110947,600,0,0,0,600,0,0,1
110951,110951,139,0,0,0,139,0,0,1
110955,110955,500,0,0,0,500,0,0,1
110959,110959,313,0,0,0,313,0,0,1
76412,76412,667,0,0,0,667,0,0,1
110963,110963,1100,0,0,1000,100,0,0,1
110967,110967,100,0,0,0,100,0,0,1
76416,76416,500,0,0,0,500,0,0,1
110971,110971,500,0,0,0,500,0,0,1
114929,114929,1800,0,0,1095,705,0,0,1
110975,110975,170,0,0,0,170,0,0,1
114937,114937,1800,0,0,1095,705,0,0,1
114945,114945,1800,0,0,1144,656,0,0,1
114953,114953,1800,0,0,1144,656,0,0,1
110979,110979,300,0,0,100,200,0,0,1
110983,110983,100,0,0,0,100,0,0,1
110987,110987,500,0,0,0,500,0,0,1
110991,110991,200,0,0,0,200,0,0,1
76420,76420,791,0,0,529,262,0,0,1
114961,114961,1800,0,0,1144,656,0,0,1
110995,110995,100,0,0,0,100,0,0,1
114973,114973,1800,0,0,1144,656,0,0,1
114981,114981,100,0,0,0,100,0,0,1
110999,110999,100,0,0,0,100,0,0,1
114993,114993,1800,0,0,1700,100,0,0,1
114997,114997,100,0,0,0,100,0,0,1
115005,115005,1800,0,0,976,824,0,0,1
76424,76424,400,0,0,0,400,0,0,1
81018,81018,600,0,0,0,600,0,0,1
115013,115013,100,0,0,0,100,0,0,1
81022,81022,500,0,0,0,500,0,0,1
115017,115017,500,0,0,0,500,0,0,1
115021,115021,500,0,0,0,500,0,0,1
115025,115025,500,0,0,0,500,0,0,1
115029,115029,500,0,0,0,500,0,0,1
115033,115033,500,0,0,0,500,0,0,1
115037,115037,500,0,0,0,500,0,0,1
115041,115041,500,0,0,0,500,0,0,1
115045,115045,500,0,0,0,500,0,0,1
115049,115049,1300,0,0,0,1300,0,0,1
76432,76432,800,0,0,0,800,0,0,1
81030,81030,500,0,0,0,500,0,0,1
76448,76448,500,0,0,0,500,0,0,1
76452,76452,800,0,0,0,800,0,0,1
76456,76456,600,0,0,0,600,0,0,1
76464,76464,100,0,0,0,100,0,0,1
111003,111003,1500,0,0,1400,100,0,0,1
76468,76468,400,0,0,0,400,0,0,1
111007,111007,500,0,0,0,500,0,0,1
76472,76472,700,0,0,0,700,0,0,1
111011,111011,3800,0,0,0,3800,0,0,1
111015,111015,400,0,0,0,400,0,0,1
111019,111019,100,0,0,0,100,0,0,1
76476,76476,100,0,0,0,100,0,0,1
81034,81034,100,0,0,0,100,0,0,1
111023,111023,1000,0,0,800,200,0,0,1
76480,76480,400,0,0,0,400,0,0,1
111027,111027,500,0,0,0,500,0,0,1
76484,76484,1200,0,0,100,1100,0,0,1
81038,81038,300,0,0,0,300,0,0,1
111031,111031,500,0,0,0,500,0,0,1
76488,76488,1000,0,0,0,1000,0,0,1
111035,111035,210,0,0,0,210,0,0,1
115053,115053,2700,0,0,0,2700,0,0,1
76492,76492,1200,0,0,0,1200,0,0,1
76496,76496,500,0,0,0,500,0,0,1
76500,76500,500,0,0,0,500,0,0,1
76504,76504,100,0,0,0,100,0,0,1
76508,76508,500,0,0,0,500,0,0,1
76512,76512,500,0,0,0,500,0,0,1
81042,81042,1600,0,0,0,1600,0,0,1
111039,111039,2000,0,0,1800,200,0,0,1
111043,111043,2200,0,0,0,2200,0,0,1
81046,81046,1600,0,0,0,1600,0,0,1
76516,76516,1400,0,0,0,1400,0,0,1
76520,76520,2500,0,0,0,2500,0,0,1
76524,76524,500,0,0,0,500,0,0,1
